Photography,Rating,Location,Reviews,Price Per Day,Usefull,per day,Email_id,Contact,Instagram Link,Facebook Link,Website Link
Karan Kapoor Photography,5.0,Varanasi,1 review,Photo + Video,"65,000",per day,None,7985216743,https://www.instagram.com/karankapoor_photographer/?hl=en,https://www.facebook.com/Karan-kapoor-photography-1487601864630981/,http://Photographyfashion.com/
Photo Soul,4.9,Varanasi,6 reviews,Photo + Video,"30,000",per day,None,None,None,None,None
HR Clix,5.0,Sidhgiribagh,12 reviews,Photo + Video,"60,000",per day,hrclixs@gmail.com,8318441660,https://www.instagram.com/himanshu.raj.verma/?hl=en,https://www.facebook.com/officialHRCLIX/,http://hrclix.in/
The Filmy Weddings,5.0,Chaukaghat,14 reviews,Photo + Video,"55,000",per day,info.filmyweddings@gmail.com,9999995830,None,https://www.facebook.com/filmyweddings/,http://filmyweddings.in/
Surya Jaiswal Photography,5.0,Varanasi,4 reviews,Photo + Video,"35,000",per day,photographer.suryajaiswal@gmail.com,9453177370,https://www.instagram.com/jaiswal_surya1/?hl=en,https://www.facebook.com/suryajaiswalphotography/,None
Shootwoot.in,5.0,Mahmoorganj,4 reviews,Photo + Video,"60,000",per day,Info@shootwoot.in,Watsapp/call +91 8565887002 / +91 9415222288,None,https://www.facebook.com/shootwoot.in/,Connect with Shootwoot.in
WeddingBaazz,5.0,Varanasi,10 reviews,Photo + Video,"45,000",per day,None,None,https://www.instagram.com/weddingbaazz/?hl=af,https://www.facebook.com/weddingbaazz/,None
RKS Varanasi,4.9,Varanasi,5 reviews,Photo + Video,"30,000",per day,None,None,None,None,None
Royal Ved's Photography & Films,4.9,Chetganj,18 reviews,Photo + Video,"70,000",per day,vedantrana383@gmail.com,8726771677,None,https://www.facebook.com/VEDANT38/,http://royalveds.com/
Professional Art,5.0,Varanasi,11 reviews,Photo + Video,"60,000",per day,None,None,None,None,None
Sneha Sen Photography,5.0,Varanasi,2 reviews,Photo + Video,"85,000",per day,None,None,https://www.instagram.com/snehasenphotography/?hl=en,https://www.facebook.com/SnehaSenPhotography5,None
Sai Nath Studio,4.5,Kotwali,1 review,Photo + Video,"80,000",per day,None,9335049697,None,https://www.facebook.com/sainathstudio77/,None
K&N Photography,5.0,Varanasi,1 review,Photo + Video,"45,000",per day,None,None,None,None,None
Ritik Keshri Photography,5.0,Jaitpura,10 reviews,Photo + Video,"50,000",per day,ritikkeshri0202@gmail.com,+1 868-780-4223,https://www.instagram.com/_ritik_keshri/,https://www.facebook.com/pages/category/Photographer/Ritik-keshri-photography-375818196546189/,None
Royal Event Planners,5.0,Varanasi,5 reviews,Photo + Video,"70,000",per day,None,8511021675,https://www.instagram.com/royal_event_planners1/?hl=en,https://www.facebook.com/Royal-Event-Management-1343781115723933/,None
Singh's Professional Photography,5.0,Mahmoorganj,1 review,Photo + Video,"70,000",per day,None,None,None,https://www.facebook.com/singhsfoto/,None
Singh Digital Films,5.0,Varanasi,10 reviews,Photo + Video,"40,000",per day,hellosinghdigital@gmail.com,9616401411,https://www.instagram.com/singhdigitalfilms/,https://www.facebook.com/singhdigitalfilms/,https://singhdigitalfilms.com/
Yaarka Studios,5.0,Varanasi,4 reviews,Photo + Video,"25,000",per day,None,None,https://www.instagram.com/divyansh_ys/,https://m.facebook.com/Ashirbad.Studio.Live/posts/541024836832030,None
One Frame Photography,5.0,Varanasi,23 reviews,Photo + Video,"70,000",per day,None,None,None,https://www.facebook.com/OneFramePhotographyStudio/,None
Sagar Soni Photography,4.9,Varanasi,5 reviews,Photo + Video,"40,000",per day,None,7677575831,https://www.instagram.com/sagarsoniphotography/?hl=en,https://www.facebook.com/sagarsoniphotography/,None
Manav Kumar Photography,4.3,Pandeypur,9 reviews,Photo + Video,"60,000",per day,None,None,None,https://www.facebook.com/weddingbumps/photos/,None
Todd Studios,4.0,Varanasi,6 reviews,Photo + Video,"1,25,000",per day,davidtodd1786@gmail.com,7084827275,https://www.instagram.com/christophertoddstudios/?hl=en,https://www.facebook.com/toddsstudios/,None
Universe Studio,5.0,Kotwali,2 reviews,Photo + Video,"40,000",per day,universedigitalstudio@gmail.com,9336495205,None,https://www.facebook.com/UniverseStudioOfficial/,https://www.universestudio.in/
Anubhav Gupta Photography,5.0,Lanka,3 reviews,Photo + Video,"30,000",per day,None,None,https://www.instagram.com/anubhavguptaa/?hl=en,https://www.facebook.com/pages/category/Photographer/Anubhav-Gupta-Photography-1375583632725658/,"I click with a lot of belief.In you,your story,your emotions,your faith & belief.I believe in what earth has to offer and what comes from the sky.I do"
Image Clicks Photography,4.8,Varanasi,6 reviews,Photo + Video,"40,000",per day,None,+91 70527 49805,None,https://www.facebook.com/Shiv.Soni1990/,None
The Shooters Photography,Varanasi,No Reviews,Photo + Video,"50,000",per day,None,theshooters.info@gmail.com,None,https://www.instagram.com/the.shooters.photography/?hl=en,https://www.facebook.com/TheShootersOfficial/?ref=py_c,None
RJP Studio,Bhelupur,No Reviews,None,On Request,None,None,info@reasonablygood.in,9532562673,https://instagram.com/studiorjp,https://www.facebook.com/rjpstudio/,None
Dramatic Group,Kotwali,No Reviews,Photo + Video,"50,000",per day,None,dramaticgroupcap@gmail.com,8009999247,https://www.instagram.com/dramaticgroupfilms/?hl=en,https://www.facebook.com/dramaticgroupfilms/,http://www.dramaticgroupfilms.com/
Soul Creation,2.5,Varanasi,2 reviews,Photo + Video,"40,000",per day,soulcreationindia@gmail.com,9554900003,None,https://www.facebook.com/soulcreationvns/,http://www.soulcreation.in/
Hudati Studio,1.0,Bangali Tola,1 review,Photo + Video,"60,000",per day,None,None,None,None,None
S. K. Studio,Shivpur,No Reviews,Photo + Video,"35,000",per day,None,Sell @skstudioofficial,None,https://www.instagram.com/skstudio__/?hl=en,https://www.facebook.com/skstudiofficial/,http://www.youtube.com/c/sanjeevg
Wedding Clicks,Sidhgiribagh,No Reviews,Photo + Video,"80,000",per day,None,None,9780559012,https://www.instagram.com/weddingclicksbyajay/,https://www.facebook.com/The-Wedding-Clicks-1543810085933194/,None
Vinamra Kapoor Photography,Varanasi,No Reviews,Photo + Video,"50,000",per day,None,"vinamra.kapoor@gmail.com Varanasi, Uttar Pradesh, India 221002",7704999499,None,https://www.facebook.com/VinamraKapoorPhotography/,None
RS Wedding Photograph,2.0,Kotwali,1 review,Photo + Video,"60,000",per day,None,None,None,None,None
Vivek Sahu Photowala,Jaitpura,No Reviews,Photo + Video,"40,000",per day,None,Email: vivekphotowala@gmail.com,None,https://www.instagram.com/vivekphotowala/?hl=en,https://www.facebook.com/vivekphotowala/,None
MJ Studios,Jaitpura,No Reviews,Photo + Video,"33,000",per day,None,Michael.Jacobs.Films@Gmail.… See More,None,https://www.instagram.com/mjstudios610/,https://www.facebook.com/MJ.Studio.Film.Photography/,http://www.mj-studios.com/
Shraddha Snap Shot,Shivpur,No Reviews,Photo + Video,"36,000",per day,None,shraddhavideoart@gmail.com,None,None,https://www.facebook.com/ShraddhaPhotos/,None
Rajan Video Lab & Studios,Kotwali,No Reviews,Photo + Video,"50,000",per day,None,rajanvideolabvns@gmail.com,9839145465,https://www.instagram.com/rajanvideolab/?hl=en,https://www.facebook.com/rajanvideolab/,https://www.youtube.com/channel/UCk8Ly56498BF_A3CPcS-yLw
Kavya Films,Varanasi,No Reviews,Photo + Video,"70,000",per day,None,None,None,None,None,None
A-SHOT Photography,3.5,Varanasi,3 reviews,Photo + Video,"30,000",per day,None,None,None,None,None
Neeraj Graphics,Mahmoorganj,No Reviews,Photo + Video,"1,20,000",per day,None,None,7042403404,None,https://www.facebook.com/pages/category/Local-Business/Neeraj-Graphics-206117846898991/,None
MTH Studio Photography,Varanasi,No Reviews,Photo + Video,"65,000",per day,None,None,None,https://www.instagram.com/explore/locations/580650982298824/mth-studio-photography?hl=en,https://fi-fi.facebook.com/mthaloka/,None
Kaushal Photography,Ajagara,No Reviews,Photo + Video,"40,000",per day,None,kaushalphotography1@gmail.com,None,https://www.instagram.com/kaushal.photography/?hl=en,https://www.facebook.com/KaushalPhotographyOfficialPage/,None
SRJ Photography,Newada,No Reviews,Photo + Video,"50,000",per day,None,me_shivi94@yahoo.com,9408608885,https://www.instagram.com/srjcandid/?hl=en,https://www.facebook.com/srjphotographer/,None
Wedding Mintra,4.0,Mahmoorganj,10 reviews,Photo + Video,"85,000",per day,weddingmintra@gmail.com,None,https://www.instagram.com/weddingmintra/?hl=en,https://www.facebook.com/weddingmintra/,https://vikyd3.wixsite.com/weddingmintra
Anil Studio & Photography,Mahmoorganj,No Reviews,Photo + Video,"48,000",per day,None,None,None,https://www.instagram.com/annyl_studio/,https://www.facebook.com/anilstudioandcompany/,None
Chhaayakar Photography,Mahmoorganj,No Reviews,Photo + Video,"85,000",per day,None,None,None,None,None,None
Framed Figments,Varanasi,No Reviews,Photo + Video,"70,000",per day,None,framedfigments@gmail.com,9452196409,https://www.instagram.com/framedfigments/?hl=en,https://www.facebook.com/framedfigments/,http://www.framedfigments.com/
Glamour Digitals,Varanasi,No Reviews,Photo + Video,"50,000",per day,None,manasgopal32@gmail.com,9001047487,None,https://www.facebook.com/bestweddingphotographerinindia/,None
City Light Studio,Sidhgiribagh,No Reviews,Photo + Video,"1,10,000",per day,None,None,None,None,https://www.facebook.com/CityLightCosplay/,"""Sector C"" is a specialized division of City Light Studio, LLC (www.facebook.com/citylightcharleston) that focuses exclusively on Cosplay Photography… See More"
Sarthak Photography,Varanasi,No Reviews,Photo Package,"35,000",per day,None,sarthakkeshari422@gmail.com,8707256649,https://www.instagram.com/sarthakpatnaik/?hl=en,https://www.facebook.com/KeshariSarthak/,None
Kumar Photography N Designs,Varanasi,No Reviews,Photo + Video,"70,000",per day,None,None,None,https://www.instagram.com/rishabhkphotography/?hl=en,https://www.facebook.com/amankumardesigns/photos/,None
Reflection Photography,Mahmoorganj,No Reviews,Photo + Video,"48,000",per day,None,reflectionsphotography.gsmj@gmail.com,9873667729,None,https://www.facebook.com/reflectionsstudio.in/,http://www.reflectionsstudio.in/
Chandan Photographic,Bangali Tola,No Reviews,Photo + Video,"40,000",per day,None,chandanbr90@gmail.com,9731788600,https://www.instagram.com/chandan_photography/?hl=en,https://www.facebook.com/ChandanGowdaPhotography/,None
Shivam Studio,Varanasi,No Reviews,Photo + Video,"50,000",per day,None,wowsunny85@gmail.com,9212334635,None,https://www.facebook.com/ShivamstudioVG/,None
JMV Movie,Kotwali,No Reviews,Photo + Video,"85,000",per day,None,infojmv1@gmail.com,None,https://www.instagram.com/jmvfilmss/,https://www.facebook.com/jmvfilmsspain/,None
The Street Arab,Ajagara,No Reviews,Photo + Video,"35,000",per day,None,None,None,None,None,None
Varanasi Photography Services,Bhelupur,No Reviews,Photo + Video,"35,000",per day,None,None,None,None,None,None
Gautam Bijlani Photography,Varanasi,No Reviews,Photo + Video,"40,000",per day,None,gautambijlani2014@rediffmail.com,9919099495,https://www.instagram.com/photoflashdigital/,https://www.facebook.com/Gautambijlaniphotography/,http://www.gautambijlaniphotography.com/
Prabhakar Photography,Varanasi Cantonment,No Reviews,None,On Request,None,None,psah78@gmail.com,9631820544,https://www.instagram.com/prabhakar_sah_photography/?hl=en,https://www.facebook.com/prabhakarsah/,http://www.prabhakarsahphotography.com/
Photo Flash Studio,Bhelupur,No Reviews,Photo + Video,"27,000",per day,None,flahstudio.fs@gmail.com,9974962667,None,https://www.facebook.com/photographybyflash/,http://www.instagram.com/photographybyflash
Jaiswal Studio,Sidhgiribagh,No Reviews,Photo + Video,"50,000",per day,None,jaiswalstudio2050@gmail.com,9415530873,https://www.instagram.com/jaiswal_studio5515/?hl=en,https://www.facebook.com/jaiswalstudio1985/,None
