Photography,Rating,Location,Reviews,Price Per Day,Usefull,per day,Email_id,Contact,Instagram Link,Facebook Link,Website Link
Candid Mania Photography,Ranchi,No Reviews,Photo + Video,"21,000",per day,None,candidmaniaphotography@mail.com,7061276827,https://www.instagram.com/candidmania/,https://www.facebook.com/pages/category/Product-Service/Team-Candid-Mania-Photography-109068437358929/,None
ADS Photography,4.0,Kanka,2 reviews,Photo + Video,"85,000",per day,None,None,None,https://en-gb.facebook.com/business/learn/lessons/photography-tips-for-ads,None
Mohit's Photography,Ranchi,No Reviews,Photo + Video,"50,000",per day,None,mohitvekariya12339@gmail.com,9712369253,https://www.instagram.com/mohitrai/?hl=en,https://www.facebook.com/pages/category/Photographer/Mohits-photography-2226699080982937/,None
Obscura,2.0,Lalpur,3 reviews,Photo + Video,"50,000",per day,ole@kultmanagement.com,None,None,https://www.facebook.com/RealmOfObscura/,realmofobscura.com
Vividsnaps,Doranda,No Reviews,Photo + Video,"45,000",per day,None,vividsnapsphtos@gmail.com,8921724097,https://www.instagram.com/vividsnaps/?hl=en,https://www.facebook.com/pages/category/Photographer/VIVID-SNAPS-Wedding-Photography-262012534226541/,None
Onetakephotos,Morabadi,No Reviews,Photo + Video,"30,000",per day,None,None,None,https://www.instagram.com/onetakephotography.ind/,https://en-gb.facebook.com/DJOneTake/photos/?ref=page_internal,None
A to Z Photography,Doranda,No Reviews,Photo + Video,"55,000",per day,None,None,+1 303-289-7530,https://www.instagram.com/atozphotography__/?hl=en,https://www.facebook.com/pages/category/Photographer/A-to-Z-Photography-454993524692397/,http://www.atozphotography.net/
Ultimate Memories Photography,Kumhartoli,No Reviews,Photo + Video,"35,000",per day,None,None,8862831271,https://www.instagram.com/ultimatememoiresphotography/?hl=en,https://www.facebook.com/Adarshraj8409/,None
Mahi Digital Gallary,Ranchi,No Reviews,Photo + Video,"1,00,000",per day,None,None,None,None,https://www.facebook.com/Mahidigitalofficial/,None
Abhishek Digital Studio,Ranchi,No Reviews,Photo + Video,"55,000",per day,None,abhishekstudio@gmail.com,9605005611,None,https://www.facebook.com/abhishekpangod/,None
Bindass Group Event and Third Eye Studio,Kumhartoli,No Reviews,Photo + Video,"28,000",per day,None,None,None,None,None,None
SK Sonu Photography,0.5,Kumhartoli,1 review,Photo + Video,"50,000",per day,None,9334749662,https://www.instagram.com/sksonuphotography/?hl=en,https://hi-in.facebook.com/sksonuphotographyranchi/,http://www.sksonuphotography.com/
Maitri Digital Photography,Ahirtoli,No Reviews,Photo + Video,"70,000",per day,None,None,None,None,https://www.facebook.com/pages/category/Business-Service/Maitri-Digital-Photography-109025393857745/,None
Wedding Bells & Fashion Studio,Kanka,No Reviews,Photo + Video,"25,000",per day,None,email: weddingbellsalbums@gmail.com… See More,8848483238,https://www.instagram.com/weddingbellsphotography/?hl=en,https://www.facebook.com/weddingbells123/,http://weddingbellsphotography.co.in/
Outvie Photography,Lalpur,No Reviews,Photo + Video,"60,000",per day,None,framingshades@gmail.com,8210604591,https://www.instagram.com/outviephotography/?hl=en,https://www.facebook.com/outviephotography/,https://www.outviephotography.net/
BM Foto,Doranda,No Reviews,Photo + Video,"35,000",per day,None,None,None,https://www.instagram.com/bm.studiobali/?hl=en,https://www.facebook.com/BM-Foto-437196649802747/photos/,None
Park Studio,Ranchi,No Reviews,Photo + Video,"30,000",per day,None,None,None,None,None,None
Love Birds & Stories,Ranchi,No Reviews,Photo + Video,"50,000",per day,None,None,None,None,None,None
Vinay-Raj Bhatia Photography,Kumhartoli,No Reviews,Photo + Video,"40,000",per day,None,None,None,None,https://www.facebook.com/vinay.bhatia.9026,None
Jaiswal Photography,Ranchi,No Reviews,Photo + Video,"40,000",per day,None,yashj8151@gmail.com,8319702987,https://www.instagram.com/honey_photography66/?hl=en,https://www.facebook.com/www.yashjaiswalphotographar/?fref=mentions,http://www.yashjaiswalphotographar.com/
Wedding Mantra,Ranchi,No Reviews,Photo + Video,"35,000",per day,None,mantraweddinginfo@gmail.com,9645537229,None,https://www.facebook.com/storiesfromweddingmantra/,None
