Photography,Rating,Location,Reviews,Price Per Day,Usefull,per day,Email_id,Contact,Instagram Link,Facebook Link,Website Link
Akram Photography,Srinagar,No Reviews,Photo + Video,"40,000",per day,None,rehanakram.photography@gmail.com,None,https://www.instagram.com/rehanakram.photography/?hl=en,https://www.facebook.com/RehanAkramPhotography/,http://www.rehanakramphotography.com/
Image Studio Kashmir,Srinagar,No Reviews,Photo + Video,"30,000",per day,None,None,9419443997,None,https://www.facebook.com/imagestudiokashmir/,None
K K Studios,Srinagar,No Reviews,Photo + Video,"70,000",per day,None,None,8247880747,https://www.instagram.com/kkstudioz/?hl=en,https://www.facebook.com/Iamkkstudios/,http://www.kkstudios.in/
The Photo Booth,Srinagar,No Reviews,Photo + Video,"40,000",per day,None,"The Photo Booth provides fun, customised photo booths for your events anywhere in India! Get in touch at info@thephotobooth.in .",9924103041,None,https://www.facebook.com/thephotobooth.in/,http://instagram.com/the_photobooth
Little Black Book Jammu Kashmir,Srinagar,No Reviews,Photo + Video,"15,000",per day,None,None,None,None,None,None
Floating Digital Studio,Srinagar,No Reviews,Photo + Video,"40,000",per day,None,ishfaqbgh@gmail.com,9858301899,None,https://www.facebook.com/Floating-Digital-Studio-774385642747691/,None
Shan Photography,Srinagar,No Reviews,Photo + Video,"60,000",per day,None,info@shanphotography.com,None,https://www.instagram.com/shanphotographyinc/?hl=en,https://www.facebook.com/photographybyshan/,http://www.shanphotography.com/
Bliss Eleven Studio,Srinagar,No Reviews,Photo + Video,"25,000",per day,None,None,None,https://www.instagram.com/bliss11/?hl=en,https://www.facebook.com/blisseleven/?ref=py_c,None
Expressions,Srinagar,No Reviews,Photo + Video,"70,000",per day,None,None,None,None,None,None
Kashmir Star Shots,Srinagar,No Reviews,Photo + Video,"50,000",per day,None,kashmirsws@gmail.com,9419623333,https://www.instagram.com/kashmirstarshots/,https://www.facebook.com/kashmirstarshots/,None
RJ Wedding Production,Srinagar,No Reviews,Photo + Video,"60,000",per day,None,rjinquiry11@gmail.com,9310991099,https://www.instagram.com/rjproductions_official/?hl=en,https://www.facebook.com/rjproductionsofficial/,http://www.rjproductions.in/
Wedding Maestro,Srinagar,No Reviews,Photo + Video,"60,000",per day,None,We deliver your dream wedding cards at your door step! @ unbelievable prices. No delivery charges!,7299955807,https://www.instagram.com/marriagemaestros/?hl=en,https://www.facebook.com/WeddingMaestroCards/,http://www.maestrocards.in/
Kashmir Wedding Frames,Srinagar,No Reviews,Photo + Video,"35,000",per day,None,Kashmir Wedding Frames by @Kamran Bhat .,7006583083,https://www.instagram.com/kashmir_wedding_frames/?hl=en,https://www.facebook.com/kashmirweddingframes/,None
Ashish Portfolios,Srinagar,No Reviews,Photo + Video,"40,000",per day,None,newrdstudio@gmail.com,7006615015,None,https://www.facebook.com/portfoliosashish/,None
Pammy Studio,Srinagar,No Reviews,Photo + Video,"40,000",per day,None,pammystudiocreativo@gmail.com,None,None,https://www.facebook.com/pammystudio/,None
Kashmir Wedding Videography,Srinagar,No Reviews,Photo + Video,"25,000",per day,None,mirmursaleen48@gmail.com,7780965283,None,https://www.facebook.com/kashmirweddingvideography/,None
Jhelum Films,Srinagar,No Reviews,Photo + Video,"1,15,000",per day,None,None,None,https://www.instagram.com/jhelumfilms/?hl=en,https://www.facebook.com/jhelumfilms/about/,None
Wedding Dreams,Srinagar,No Reviews,Photo + Video,"35,000",per day,None,None,None,None,None,None
Kabli's Foto Art,Srinagar,No Reviews,Photo + Video,"35,000",per day,None,fotoart626@gmail.com,7889834791,None,https://www.facebook.com/Kablis-Foto-Art-147093352139995/,http://www.fotoartphotography.com/
Filmistan Studio,Srinagar,No Reviews,Photo + Video,"30,000",per day,None,None,None,None,None,None
Waseem Digital Studio,Srinagar,No Reviews,Photo + Video,"35,000",per day,None,None,9759219946,None,https://www.facebook.com/pages/category/Personal-Blog/Waseem-digital-studio-101862988373358/,None
Brand Studio,Srinagar,No Reviews,Photo + Video,"45,000",per day,None,None,None,None,https://www.facebook.com/wearebrandstudio/,http://www.wearebrandstudio.com/
A. K Digital Video Lab,Srinagar,No Reviews,Photo + Video,"60,000",per day,None,None,6006046401,https://www.instagram.com/shree_ganesh_video_lab/?hl=en,https://www.facebook.com/A-K-Digital-Video-Lab-1810861982313183/posts,None
Friends Digital Photo Studio,Srinagar,No Reviews,Photo + Video,"45,000",per day,None,friendsstudiopatiala@gmail.com,9914225744,None,https://www.facebook.com/FriendsStudioPatiala/,None
Singh Digital Studio Baramulla,Srinagar,No Reviews,Photo + Video,"35,000",per day,None,None,9797001484,None,https://www.facebook.com/pages/category/Business-Service/Singh-Digital-Studio-Baramulla-1162703320439337/,None
Ayesha Digital Color Lab,Srinagar,No Reviews,Photo + Video,"40,000",per day,None,saibesdollphins@gmail.com,7006425883,None,https://www.facebook.com/pages/category/Photography-Videography/Ayesha-digital-colour-lab-849950731831662/,http://www.ayesha-digital-colour-lab.business.site/
Mir Video's & Studio,Srinagar,No Reviews,Photo + Video,"40,000",per day,None,None,None,https://www.instagram.com/aamir_o_mir/,None,None
