Photography,Rating,Location,Reviews,Price Per Day,Usefull,per day,Email_id,Contact,Instagram Link,Facebook Link,Website Link
Sagar Colour Lab & Studio,Meerut,No Reviews,Photo + Video,"32,000",per day,None,None,9440154449,None,https://www.facebook.com/pages/category/Photography-Videography/SAGAR-Digital-COLOR-LAB-410798532707945/,None
Rollin'360 Studio,Meerut,No Reviews,None,On Request,None,None,rollin360studio@gmail.com,8979185439,None,https://www.facebook.com/Rollin.360/,https://www.instagram.com/rollin360studiio/
Arpit Studio,Meerut,No Reviews,Photo + Video,"21,000",per day,None,None,9219616020,https://www.instagram.com/arpitstudio/,https://www.facebook.com/pages/category/Local-Business/Arpit-Studio-175670932518025/,http://autos.yolist.com/adlisting/3760425/services-meerut-arpit-studio
Eagle Video Films,Meerut,No Reviews,Photo + Video,"55,000",per day,None,None,None,None,https://www.facebook.com/pages/category/Business-Center/Eagle-Video-Films-156568651549179/,None
Suhani Wedding Studio,Meerut,No Reviews,Photo + Video,"60,000",per day,None,None,None,None,None,None
Mathur Studio Photography,Meerut,No Reviews,Photo + Video,"37,000",per day,None,mathurstudio@gmail.com,9927260272,None,https://www.facebook.com/pages/category/Event-Videographer/Mathur-studio-photography-224826491519255/,None
Chitrakala Photo Palace,Meerut,No Reviews,Photo + Video,"60,000",per day,None,chitrakalaphotopalace@gmail.com,9897694207,None,https://www.facebook.com/pages/category/Art/Chitrakala-Photo-palace-1322507284494741/,None
John Creation Photography,Meerut,No Reviews,Photo + Video,"30,000",per day,None,None,None,None,https://www.facebook.com/john.creation.37/photos/,None
Vohra Studio,Meerut,No Reviews,Photo + Video,"38,000",per day,None,None,None,https://www.instagram.com/vohra_ji_fones/,https://www.facebook.com/VohraStudio/,http://vohrastudio.in/
Sumit Sharma Photography,Meerut,No Reviews,Photo + Video,"22,000",per day,None,sumitxharma@gmail.com,7017248974,None,https://www.facebook.com/sumitsharmaphotograph/,http://www.sumitsharmaphotography.com/
Sharad Photo Palace,Meerut,No Reviews,Photo + Video,"60,000",per day,None,None,9897434502,None,https://www.facebook.com/sharad.photo.palace/,None
Creative 9 Photography,Meerut,No Reviews,Photo + Video,"40,000",per day,None,None,8143188193,https://www.instagram.com/creativenine/?hl=en,https://www.facebook.com/Creative-9-Photography-488231988178506/,None
Bhardwaj Films,Meerut,No Reviews,Photo + Video,"40,000",per day,None,None,9412702702,None,https://www.facebook.com/bhardwajphotostudio/,None
Anand Dutta Photography,Meerut,No Reviews,Photo + Video,"80,000",per day,None,anandduttaphotography@gmail.com,9267291187,https://www.instagram.com/anand.dutta.7587/?hl=en,https://www.facebook.com/anandduttaphotography/,None
A.K Photography,Meerut,No Reviews,Photo + Video,"35,000",per day,None,None,None,https://www.instagram.com/akphotographstudio/?hl=en,https://www.facebook.com/AKPhotographyStudio/,http://www.akphotographyca.com/
J.P Studio,Meerut,No Reviews,Photo + Video,"50,000",per day,None,hassan.vikram@gmail.com,9901296387,https://www.instagram.com/jpsstudio/?hl=en,https://www.facebook.com/jpstudiobangalore/,None
Poornima Studio,Meerut,No Reviews,Photo + Video,"41,000",per day,None,None,None,None,https://www.facebook.com/pages/category/Photographer/Poornima-Studio-1408947432556902/,None
Pari Photo Studio,Meerut,No Reviews,Photo + Video,"60,000",per day,None,None,None,None,https://www.facebook.com/rinkumathur198/,None
Studio Kumar,Meerut,No Reviews,Photo + Video,"55,000",per day,None,painterkumarstudio@gmail.com,None,https://www.instagram.com/studio.mikukumar/?hl=en,https://www.facebook.com/Studio-Kumar-256297557860911/,http://www.painterkumarstudio.com/
Rajesh Digital Photo & Video,Meerut,No Reviews,Photo + Video,"47,000",per day,None,rajeshdigitalstudio001@gmail.com,9873185191,https://www.instagram.com/rajeshdigital/?hl=en,https://www.facebook.com/pages/category/Photographer/Rajesh-digital-studio-color-lab-883591251736766/,None
Long Skirt Photography,Meerut,No Reviews,Photo Package,"50,000",per day,None,None,None,None,None,None
Kuber Photography,Meerut,No Reviews,Photo + Video,"40,000",per day,None,nitin.kuber205@gmail.com,9758580040,https://www.instagram.com/thekuber/?hl=en,https://www.facebook.com/kuberphotographers/,None
Studio Shooting Hub,Meerut,No Reviews,Photo + Video,"1,20,000",per day,None,None,None,None,https://www.facebook.com/Studio-shooting-HUB-558164404629703/videos/,None
Raghuvanshi Studio,Meerut,No Reviews,Photo + Video,"1,00,000",per day,None,raghuvanshistudio@gmail.com,9879868768,https://www.instagram.com/raghuvanshi_studio/?hl=en,https://www.facebook.com/Raghuvanshi-Studio-673823305999194/,http://raghuvanshistudio.com/
Om Gayatri Digital Studio,Meerut,No Reviews,Photo + Video,"45,000",per day,None,gayatridigitalstudiosurat@gmail.com,9924538902,None,https://www.facebook.com/gayatridigitalstudiosurat/,https://www.youtube.com/channel/UC7Peo3Tr31hJzor5IuhcT-g?app=desktop
Kashmir Studio,Meerut,No Reviews,Photo + Video,"55,000",per day,None,gpsc1@rediffmail.com,9628333363,https://www.instagram.com/kashmir_studio/?hl=en,https://www.facebook.com/Kashmir-Studio-Cinematography-Candid-Photography-1453950734838090/,http://www.kashmirstudio.in/
Madhuri Digital Studio,Meerut,No Reviews,Photo + Video,"43,000",per day,None,prithvithakur1982@gmail.com,9004178872,None,https://www.facebook.com/MadhuriDigitalStudio/,None
R.K. Studio,Meerut,No Reviews,Photo + Video,"40,000",per day,None,None,None,None,None,None
Amaansh Photography,Meerut,No Reviews,Photo + Video,"50,000",per day,None,amanshukla7256@gmail.com,8077458998,https://www.instagram.com/amaansh__amanshukla/?hl=en,https://www.facebook.com/pages/category/Photographer/Amaansh-102401671302310/,None
Meraki Studio,Meerut,No Reviews,Photo + Video,"30,000",per day,None,None,7976696983,https://www.instagram.com/danielafsrodrigues/?hl=en,https://www.facebook.com/merakistudioahmedabad/,None
Studio One,Meerut,No Reviews,Photo + Video,"30,000",per day,None,None,None,None,None,None
