Photography,Rating,Location,Reviews,Price Per Day,Usefull,per day,Email_id,Contact,Instagram Link,Facebook Link,Website Link
Raaj Salgaonkar Photography,4.8,Ponda,12 reviews,Photo + Video,"50,000",per day,pgashok20@gmail.com,9822116923,https://www.instagram.com/_raajsalgaonkarphotography_/?hl=en,https://www.facebook.com/RaajSalgaOnkarPhotography/,None
Chasingdreams Photography & Films,4.8,Goa,5 reviews,Photo + Video,"1,65,000",per day,gauravthakuragraa@gmail.com,9917787557,None,https://www.facebook.com/chasingdreams.in2721/,None
Alroy Fernandes Photography,5.0,South Goa,1 review,Photo + Video,"80,000",per day,info@johnwelvideo.com,9822127748,https://www.instagram.com/alroy.fernandes/?hl=en,https://www.facebook.com/AlroyFernandesPhotography/,http://www.johnwelvideo.com/
Swapna Mallapur Photography,5.0,North Goa,1 review,Photo + Video,"85,000",per day,None,None,https://www.instagram.com/swapna_mallapur_photography/?hl=en,https://www.facebook.com/swapna.mallapur.photography/,None
Vikesh Naik Photography,5.0,Goa,1 review,Photo + Video,"20,000",per day,None,None,https://www.instagram.com/v_i_k_a_s_h_n_a_i_k/?hl=en,https://en-gb.facebook.com/Vikesh-Naik-Radha-Photo-402706629884964/?ref=page_internal,None
Ved Mantra Film Production,4.5,Panjim,1 review,Photo + Video,"60,000",per day,garrethalphonsophotography@gmail.com,9552092678,None,https://www.facebook.com/vedamediahouse/,https://www.instagram.com/GarrethAlphonsoPhotography
Glyn Pereira | Photography & Cinematography,5.0,Panjim,13 reviews,Photo + Video,"1,10,000",per day,Book Your Shoot : teamaishwarya@gmail.com,None,https://www.instagram.com/glynpereira/?hl=en,https://www.facebook.com/glynpp/,https://www.instagram.com/aishwaryaa_nayak_photography
SublimePix,5.0,Panjim,2 reviews,Photo + Video,"50,000",per day,cool6616@gmail.com,8999330827,None,https://www.facebook.com/SublimePix/,None
Prathamesh Photography,5.0,Mapusa,2 reviews,Photo + Video,"75,000",per day,shailesh.png@gmail.com,None,https://www.instagram.com/mumbai_clicker/?hl=en,https://www.facebook.com/ppclicksgoa/,None
Darshan Naik Photography,4.8,North Goa,4 reviews,Photo + Video,"60,000",per day,None,9545541273,https://www.instagram.com/darshan_naik_photography/?hl=en,https://www.facebook.com/darshannaikphotography/,http://www.photopundit.in/
Creative Escape,5.0,Penha de Franca,1 review,Photo + Video,"1,50,000",per day,None,+1 850-585-5535,https://www.instagram.com/creativeescapelg/,https://www.facebook.com/creativeescapelosgatos/,"Red Stone Photography specializes in fine portraits and weddings. We are located in Warner Robins, GA. See www.redstonephotos.com for more informati… See More"
ABG Photography,4.5,Goa,1 review,Photo + Video,"1,30,000",per day,None,None,https://www.instagram.com/abgphotographyyyc/?hl=en,https://www.facebook.com/pages/category/Photography-Videography/ABG-Photography-101228348174819/,None
Vajat Pardeshi Photography,5.0,Mapusa,14 reviews,Photo + Video,"45,000",per day,nannam.deepthi@gmail.com,9588401733,https://www.instagram.com/vajatpardeshi/?hl=en,None,http://deepthinannamphotography.com/
Rahul de Cunha Pictures,4.8,North Goa,3 reviews,Photo + Video,"1,90,000",per day,nigeldphotography@gmail.com,7385382025,https://www.instagram.com/rahuldecunhapictures/?hl=en,https://www.facebook.com/rahuldecunhapictures/,None
Flashbakc Studios,4.2,North Goa,11 reviews,Photo Package,"85,000",per day,anshul.pbt87@gmail.com,9927355717,https://www.instagram.com/flashbakcstudios/?hl=en,https://www.facebook.com/FlashbakcStudios/,None
Endless Motion Pictures,5.0,North Goa,1 review,Photo + Video,"80,000",per day,andrewphotographymdu@gmail.com,9600693889,https://www.instagram.com/endlessmotion/?hl=en,https://m.facebook.com/pages/Endless-Motion-Pictures/433458834107442,https://twitter.com/andrewphotograp
Studio Lustre,5.0,Goa,5 reviews,Photo + Video,"90,000",per day,thedarkphoenixstudio@gmail.com,9552749373,https://www.instagram.com/lustrestudio/?hl=en,https://www.facebook.com/LustreStudioin/,None
Vinita Barretto Photography,5.0,South Goa,1 review,Photo + Video,"95,000",per day,None,7972708251,https://www.instagram.com/vinita_1008/?hl=en,https://www.facebook.com/vinita.barrettophotographer/,None
Shammi Sayyed Photography,4.9,North Goa,4 reviews,Photo + Video,"90,000",per day,"@ ""iDreamz Studioz"" we make memories, we help u capture ur precious event into life long memories to cherish...",8806160018,https://www.instagram.com/shammisayyedphotography/?hl=en,https://www.facebook.com/shammisayyedphotography/,https://www.instagram.com/idreamzstudiozz
Ankush Sharma Photography,5.0,South Goa,2 reviews,Photo + Video,"45,000",per day,sillagebyankita@gmail.com,8530997788,https://www.instagram.com/drunkush/?hl=en,https://www.facebook.com/drunkush/,None
Wedding Crafters,4.9,Panjim,9 reviews,Photo + Video,"70,000",per day,vinodnk1709@gmail.com,9545550917,https://www.instagram.com/weddingcrafters.in/?hl=en,https://www.facebook.com/weddingcraftersgoa/,None
Chetana Bhat Photography,4.8,South Goa,4 reviews,Photo Package,"60,000",per day,�photosbysavio@gmail.com,� +91 88303 55446,https://www.instagram.com/chetanabhatphotography/?hl=en,https://www.facebook.com/ChetanaPhotography/,None
Jovel Fernandes Photography,5.0,Calangute,1 review,Photo Package,"20,000",per day,tejasphotography@gmail.com,9898079047,https://www.instagram.com/swankybyjovelfernandes/,https://www.facebook.com/pages/category/Artist/Jovel-Fernandes-919985264689252/,http://www.tejasshahphotography.com/
ElisaK Photography,5.0,North Goa,1 review,Photo + Video,"1,10,000",per day,None,9569068029,https://www.instagram.com/eliska.foto/?hl=en,https://www.facebook.com/photographyelisak/,None
Saish Photography,5.0,Ponda,1 review,Photo + Video,"50,000",per day,alvistostudio@gmail.com,7743815645,https://www.instagram.com/saish_photostudio/,https://www.facebook.com/saiphotography34/,http://alvistostudio.wixsite.com/website
Sanvi Photography,5.0,Goa,1 review,Photo + Video,"40,000",per day,None,None,None,https://www.facebook.com/www.sanviphotography/,None
Reflected Hearts,5.0,Goa,3 reviews,Photo + Video,"2,00,000",per day,liancunliffe@hotmail.co.uk,None,None,None,None
Clixx_Graphy_,5.0,Mapusa,2 reviews,Photo + Video,"45,000",per day,andiandra20@gmail.com,9049548126,https://www.instagram.com/clixx_graphy_/?hl=en,None,http://Andygraphy22.sarahah.com/
Picz & Clickz Services,5.0,Goa,1 review,Photo + Video,"90,000",per day,gadvivek19@gmail.com,8007305071,https://www.instagram.com/picz.ch/?hl=en,https://www.facebook.com/picz.ch/,None
Richa Kashelkar Photography,5.0,South Goa,3 reviews,Photo Package,"30,000",per day,dinesh.dabholkar146@gmail.com,9867826732,https://www.instagram.com/richakashelkar/?hl=en,https://www.facebook.com/richa.photos/,None
P S Photography,5.0,Mapusa,1 review,Photo + Video,"80,000",per day,bandodkarsam@gmail.com,9923239299,https://www.instagram.com/psphotofilms/?hl=en,https://www.facebook.com/psphotograpy/,None
Omcar Raicar Photography,5.0,Ponda,10 reviews,Photo + Video,"55,000",per day,superomstudios2014@gmail.com,+91 8830590773,None,https://www.facebook.com/OmcarRaicarPhotography/,None
David Photography,5.0,South Goa,1 review,Photo + Video,"95,000",per day,deep.salgaonkar.photography@gmail.com,9823650617,https://www.instagram.com/daisydavidphotography/?hl=en,https://www.facebook.com/thomasdavidphotography/,None
Special Moments Photography,5.0,South Goa,1 review,Photo + Video,"6,000",per day,rnaikphoto@gmail.com,7972662242,https://www.instagram.com/specialmomentsphoto/?hl=en,https://www.facebook.com/smp750/,http://rnaikphotostudio.webs.com/
Magic Lens studio,5.0,North Goa,2 reviews,Photo + Video,"90,000",per day,None,None,None,https://www.facebook.com/magiclensstudios/,None
Flashback,3.9,South Goa,4 reviews,Photo + Video,"45,000",per day,None,None,None,None,None
Omkar Kelkar Photography,5.0,Goa,1 review,Photo + Video,"60,000",per day,bhaskargayak1989@gmail.com,None,https://www.instagram.com/omkarkelkar/?hl=en,https://www.facebook.com/OmkarKelkarPhotography/,None
StudioGrey,5.0,Goa,1 review,Photo + Video,"1,30,000",per day,None,None,https://www.instagram.com/studio__grey/?hl=en,https://www.facebook.com/StudioGrey/,None
Crishnaa Madhavi Studio,4.9,Penha de Franca,8 reviews,Photo + Video,"1,20,000",per day,None,None,https://www.instagram.com/crishnaa.madhavi/?hl=en,None,None
Fotografo,5.0,South Goa,2 reviews,Photo + Video,"1,50,000",per day,arshfoto@gmail.com,None,https://www.instagram.com/fotografo/?hl=en,https://www.facebook.com/vincenzo.ferraro.fotografo/,None
Lakshyaa Photography,5.0,Goa,1 review,Photo Package,"40,000",per day,None,None,None,https://www.facebook.com/focusisonyou/,None
Navin Studio,4.5,North Goa,2 reviews,Photo + Video,"1,60,000",per day,caspianmediafort@gmail.com,9061345222,https://www.instagram.com/navinstudio/?hl=en,https://www.facebook.com/navinstudio/,http://www.caspianwedding.com/
Joyz New Toy,5.0,Goa,1 review,Photo + Video,"50,000",per day,None,None,https://www.instagram.com/joyznewtoy_photography/?hl=en,https://www.facebook.com/joyznewtoy/,None
Bee View Creations,5.0,Panjim,1 review,Photo + Video,"65,000",per day,samiradelphotography@gmail.com,8087662883,None,https://www.facebook.com/Beeviewcreations/community/,None
Dev Naik Photography,5.0,South Goa,1 review,Photo + Video,"25,000",per day,roquemapusa@gmail.com,9822483309,https://www.instagram.com/_dronacharya_/,None,http://www.monteirophotoartgoa.com/
Savio Barco,5.0,Mapusa,1 review,Photo Package,"50,000",per day,sandeeppatilphotography@gmail.com,9850639873,https://www.instagram.com/savio_barco_photography/?hl=en,https://www.facebook.com/saviobarcophotography/,http://www.sandeeppatilphotography.com/
PhotoScanners,4.8,South Goa,7 reviews,Photo + Video,"28,000",per day,saishprabhu17@gmail.com,9359592496,None,None,None
Cory Goldberg Images,5.0,Goa,6 reviews,Photo + Video,"4,55,000",per day,None,None,https://www.instagram.com/corygoldbergphotography/?hl=en,None,None
Hriday Film Production,4.7,Calangute,3 reviews,Photo + Video,"50,000",per day,None,9823151738,None,https://www.facebook.com/hridayfilmsproduction,None
GS Photography,5.0,North Goa,1 review,Photo + Video,"35,000",per day,photographybygregk@gmail.com,None,None,https://www.facebook.com/gsphotography4925/,https://www.photographygk.co.uk/
Paper Rose Art by Roland Gomes,5.0,South Goa,2 reviews,Photo + Video,"2,00,000",per day,None,9823922822,https://www.instagram.com/paperroseartbyroland/?hl=en,https://www.facebook.com/rolandgomesphotography/,None
Mountain Top Motion Pictures,5.0,Goa,1 review,Photo + Video,"1,60,000",per day,swapnil.naik18@gmail.com,9764801380,https://www.instagram.com/mountain_top_motion_pictures/?hl=en,None,None
Coconut Pudding Films,5.0,North Goa,1 review,Photo + Video,"1,20,000",per day,None,9309836047,None,https://www.facebook.com/coconutpuddingfilms/,None
Lovell D'souza Photography,5.0,Goa,1 review,Photo + Video,"50,000",per day,None,None,https://www.instagram.com/lovell/?hl=en,https://www.facebook.com/lovelldsouzaphotography/,None
The LightBox Productions,4.9,Goa,4 reviews,Photo + Video,"1,00,000",per day,None,None,None,https://www.facebook.com/thelightboxproductions/,None
Lazor Photo Lab,Panjim,No Reviews,Photo + Video,"38,000",per day,None,None,None,None,None,None
Alphagraphy Productions,North Goa,No Reviews,Photo + Video,"50,000",per day,None,None,None,https://www.instagram.com/alphagraphy_productions/?hl=en,https://www.facebook.com/prasheelsurlakarphotography/,None
Divkar Photographer,Panjim,No Reviews,Photo Package,"25,000",per day,None,None,None,None,https://www.facebook.com/pages/Divakar-Photography/1411612292307220,None
Savio Photography,South Goa,No Reviews,Photo Package,"65,000",per day,None,info@theweddingstory.com,9820546656,https://www.instagram.com/savioromeo/?hl=en,https://www.facebook.com/savio029/,http://www.theweddingstory.com/
The Life Copy,Panjim,No Reviews,Photo + Video,"25,000",per day,None,,,https://www.instagram.com/thelifecopy/?hl=en,https://www.facebook.com/Thelifecopy/,
Creative Eye's Siddhayee Digital Photo Studio,Penha de Franca,No Reviews,Photo + Video,"30,000",per day,None,,,None,https://www.facebook.com/mooshgos,
Premier Studios,Ponda,No Reviews,Photo + Video,"50,000",per day,None,,,https://www.instagram.com/premierstudiosny/?hl=en,https://www.facebook.com/premierstudiostreet/,
Rajesh Ajgaonkar Photography,North Goa,No Reviews,Photo + Video,"50,000",per day,None,,,https://www.instagram.com/rajesh_ajgaonkar_photography/,https://www.facebook.com/RajeshAjgaonkarphotographyGoa/,
Deep Halarnkar Photography,Goa,No Reviews,Photo + Video,"65,000",per day,None,,,https://www.instagram.com/deephalarnkar/,https://business.facebook.com/Deep-Halarnkar-Photography-2187063924889693/?ref=py_c,
Rozario Estibeiro Photography,Goa,No Reviews,Photo + Video,"30,000",per day,None,,,https://www.instagram.com/rozario_estibeiro/?hl=en,https://www.facebook.com/Rozarioestibeirophotography/,
Wedding Memories Goa,South Goa,No Reviews,Photo + Video,"60,000",per day,None,,,None,https://www.facebook.com/Wedding-Memories-Goa-2078413155817868/posts,
Mangesh Photo System,Mapusa,No Reviews,Photo + Video,"55,000",per day,None,,,https://www.instagram.com/mangeshphotosystem/,https://www.facebook.com/MangeshPhotoSystem/,
Edric George Photography,South Goa,No Reviews,Photo + Video,"2,10,000",per day,None,,,https://www.instagram.com/studiorightclick_edricgeorge/?hl=en,https://www.facebook.com/edricgeorgephotography/,
Visualideator,South Goa,No Reviews,Photo + Video,"55,000",per day,None,,,https://www.instagram.com/visualideator/?hl=en,https://www.facebook.com/visualideator/,
Viru Photography,Goa,No Reviews,None,On Request,None,None,,,None,https://business.facebook.com/viruphotography/,
Kliker Photography,South Goa,No Reviews,Photo + Video,"80,000",per day,None,,,https://www.instagram.com/studiokliker/?hl=en,https://www.facebook.com/Klikerphotography/,
Lensman India,North Goa,No Reviews,Photo + Video,"25,000",per day,None,,,https://www.instagram.com/lensman.india/,https://www.facebook.com/lensmanindia/about/,
PNC Photography & Videography,South Goa,No Reviews,Photo + Video,"65,000",per day,None,,,https://www.instagram.com/pncphotography/?hl=en,https://www.facebook.com/pages/category/Photographer/PNC-Photography-Videography-321459488582898/,
White Buffalo,Calangute,No Reviews,Photo + Video,"20,000",per day,None,,,None,https://www.facebook.com/thewhitebuffalomusic,
Klik Photo Studio,North Goa,No Reviews,Photo + Video,"1,20,000",per day,None,,,https://www.instagram.com/klik.studio_/?hl=en,https://www.facebook.com/KlikPhotoStudio/,
About A Click,Calangute,No Reviews,Photo Package,"40,000",per day,None,,,None,None,
Rajat Parsekar Photography,South Goa,No Reviews,Photo + Video,"60,000",per day,None,,,https://www.instagram.com/rajat_parsekar_photography/?hl=en,https://www.facebook.com/rajat.parsekar.5,
Nikhil Masurkar Photography,Goa,No Reviews,Photo + Video,"45,000",per day,None,,,https://www.instagram.com/houseofnikhilmasurkar/?hl=en,https://www.facebook.com/nikhilmasurkarphotographygoa/,
Bogdan Babanin Photography,North Goa,No Reviews,Photo Package,"60,000",per day,None,,,None,https://www.facebook.com/bogdanbabaninphoto/,
Captured Moments,South Goa,No Reviews,Photo + Video,"60,000",per day,None,,,None,https://www.facebook.com/pages/category/Photographer/Captured-Moments-342761596084007/,
Mahalsa Photo Studio,Ponda,No Reviews,Photo Package,"45,000",per day,None,,,None,https://www.facebook.com/mahalsaphotography/,
Photokart Studio,Ponda,No Reviews,Photo + Video,"90,000",per day,None,,,None,https://www.facebook.com/photokartstudio/,
Shiv Photography,North Goa,No Reviews,Photo + Video,"1,00,000",per day,None,,,https://www.instagram.com/shiv_photography_sr/?hl=en,https://www.facebook.com/Anuragshivphotography/,
Still Pixelz,Goa,No Reviews,Photo + Video,"60,000",per day,None,,,https://www.instagram.com/stillpixelz/?hl=en,https://www.facebook.com/Still.Pixelz/,
The Love Boat Photography,Goa,No Reviews,Photo + Video,"40,000",per day,None,,,https://www.instagram.com/theloveboatphotos/?hl=en,https://www.facebook.com/TheLoveBoatPhotography/,
Shugan Dias Films,South Goa,No Reviews,Photo + Video,"1,60,000",per day,None,,,https://www.instagram.com/shugandiasfilmsyou/?hl=en,https://www.facebook.com/ShuganDiasFilms/,
Sai Pradeep Digital Photo Studio,Panjim,No Reviews,Photo + Video,"60,000",per day,None,,,None,https://www.facebook.com/pages/category/Business-Service/Sai-pradeep-digital-photo-studio-1203313339786664/,
Melba Photography,Ponda,No Reviews,Photo + Video,"1,20,000",per day,None,,,https://www.instagram.com/melba_photography/?hl=en,https://www.facebook.com/Melbaphotography/,
Iclicks Photography,Panjim,No Reviews,Photo + Video,"30,000",per day,None,,,https://www.instagram.com/iclicksphotography/?hl=en,https://www.facebook.com/iclicksphotos/posts/,
Digital Innovation,South Goa,No Reviews,Photo + Video,"45,000",per day,None,,,None,None,
Gaonkar Photographers,South Goa,No Reviews,Photo + Video,"25,000",per day,None,,,https://www.instagram.com/vesh_photography/?hl=en,https://www.facebook.com/gaonkarprashantr/,
Sagar Bovalkar Photography,South Goa,No Reviews,Photo Package,"12,000",per day,None,,,https://www.instagram.com/sagarbovalkarphotography/?hl=en,None,
Jead's Photosphere,North Goa,No Reviews,Photo + Video,"50,000",per day,None,,,https://www.instagram.com/jeads_photosphere_goa/,https://d.facebook.com/Jeads-Photosphere-322936931551574/,
Photohouse Photography,South Goa,No Reviews,Photo + Video,"60,000",per day,None,,,None,https://www.facebook.com/PhotohousePhotographyy/,
Rajaram Studio,Mapusa,No Reviews,Photo Package,"15,000",per day,None,,,https://www.instagram.com/the_pravin_official/?hl=en,https://www.facebook.com/pages/category/Local-Business/Rajaram-Studio-761856470571825/,
Viren's Photography,North Goa,No Reviews,Photo + Video,"25,000",per day,None,,,https://www.instagram.com/virens_photography/?hl=en,https://www.facebook.com/VirenPhotography/,
Mahesh Pawar Fotography,Goa,No Reviews,Photo + Video,"60,000",per day,None,,,https://www.instagram.com/artist.maheshpawar/?hl=en,https://www.facebook.com/maheshpawarphotography/,
Yuvraj Salgaonkar Photography,South Goa,No Reviews,Photo + Video,"30,000",per day,None,,,https://www.instagram.com/yuvrajsalgaonkar/,https://www.facebook.com/yuvraj.salgaonkar,
Te-Jay Production,South Goa,No Reviews,Photo + Video,"35,000",per day,None,,,None,https://www.facebook.com/tejayproduction/,
Agnelo Lobo,Panjim,No Reviews,Photo + Video,"1,20,000",per day,None,,,None,https://www.facebook.com/public/Agnelo-Lobo,
Sonal Vaz Photography,South Goa,No Reviews,None,On Request,None,None,,,https://www.instagram.com/sonalvaz/?hl=en,https://www.facebook.com/sonalvazphotography/,
Lawrie Lorenz Photography,South Goa,No Reviews,Photo + Video,"1,50,000",per day,None,,,None,None,
Savio Colaco Photography,Panjim,No Reviews,None,On Request,None,None,,,https://www.instagram.com/saviocolacoweddings/?hl=en,https://www.facebook.com/SavioColacoWeddings/,
N.Shweta Photography,Goa,No Reviews,Photo + Video,"30,000",per day,None,,,None,https://www.facebook.com/pinkandpurplephotography/posts/1025425917596218,
Wedding Sequence,Goa,No Reviews,Photo + Video,"75,000",per day,None,,,None,None,
Vinit Manjrekar Photography,South Goa,No Reviews,Photo + Video,"1,20,000",per day,None,,,None,https://www.facebook.com/VinitManjrekarPhotography/,
Kaleidoscopic,Goa,No Reviews,Photo + Video,"40,000",per day,None,,,None,None,
Rajat R Borker Photography,South Goa,No Reviews,Photo Package,"13,000",per day,None,,,None,https://hi-in.facebook.com/rajat.naik.96/about,
V. R. Photographer,North Goa,No Reviews,Photo + Video,"70,000",per day,None,,,None,None,
BUNNY PhotoVisions,South Goa,No Reviews,Photo Package,"18,000",per day,None,,,https://www.instagram.com/bunny_photovisions_/?hl=en,https://www.facebook.com/bunnyphotovisions/,
Henrique Lobo Video,North Goa,No Reviews,Photo + Video,"60,000",per day,None,,,https://www.instagram.com/henriquelobovideo/?hl=en,https://www.facebook.com/Henriquelobovideo/,
F3 Photography,Goa,No Reviews,Photo + Video,"1,40,000",per day,None,,,https://www.instagram.com/f3.photography/,https://www.facebook.com/f3photographi/,
Rudzz Photography,North Goa,No Reviews,Photo + Video,"45,000",per day,None,,,None,https://www.facebook.com/RudzzPhotography/,
Treehouse Photographs,South Goa,No Reviews,Photo + Video,"65,000",per day,None,,,None,https://www.facebook.com/TreehousePhotographs/,
Viraj Creations,Goa,No Reviews,Photo + Video,"75,000",per day,None,,,None,https://www.facebook.com/pages/category/Advertising-Marketing/Viraj-creations-1129119700590341/,
Sandeep Patil Photography,Goa,No Reviews,Photo + Video,"90,000",per day,None,,,https://z-p42.www.instagram.com/sandeeppatilphotography/,https://www.facebook.com/sandeep.patilphotography.3/,
Pereira Video Vision,Panjim,No Reviews,Photo + Video,"80,000",per day,None,,,None,https://www.facebook.com/PereiraVideoVisionPereiraElectronics/,
The Photo Factory,Cavelossim,No Reviews,Photo + Video,"55,000",per day,None,,,https://www.instagram.com/thephotofact/?hl=en,https://www.facebook.com/thephotofactoryindia/,
Omkar Photography Eye Creation,North Goa,No Reviews,Photo Package,"14,000",per day,None,,,https://www.instagram.com/eye_creation_photography/?hl=en,https://www.facebook.com/OmkarKelkarPhotography/,
Shyamsundar Photographers,Panjim,No Reviews,Photo + Video,"90,000",per day,None,,,https://www.instagram.com/shyamsundarphotographer/?hl=en,https://www.facebook.com/shyamsundarphotographers/?referrer=services_landing_page,
Sanjyot Sawant Photography,Goa,No Reviews,Photo + Video,"60,000",per day,None,,,None,https://www.facebook.com/photokartstudio/about/,
Nester Fernandes Photography,North Goa,No Reviews,Photo Package,"75,000",per day,None,,,https://www.instagram.com/nesterfernandes/?hl=en,https://www.facebook.com/agnelo.n.fernandes,
Royale frames,0.5,Goa,1 review,Photo + Video,"1,25,000",per day,,,None,https://www.facebook.com/RoyaleFrames/,
Stunning Bride,Goa,No Reviews,Photo + Video,"80,000",per day,None,,,https://blog.theweddingbrigade.com/blog/15-gorgeous-brides-2019-spot-instagram/,None,
Asmita Studio,Goa,No Reviews,Photo + Video,"1,00,000",per day,None,,,https://www.instagram.com/asmita_studio_/,https://www.facebook.com/pages/category/Personal-Blog/Asmita-Studio-108984150780820/,
